network_element_id,region_id,date_id,hour,last_updated_ts,uptime_seconds,downtime_seconds,calls_attempted,calls_dropped,packets_sent,packets_lost,bandwidth_capacity_mb,bandwidth_used_mb,outage_minutes,repair_minutes,availability_percent,dropped_call_rate,latency_ms,latency_ms_p95,packet_loss_percent,bandwidth_utilization_percent,mttr_hours
6,6,2025-04-15,0,2025-04-15,86329,71,932,13,187390,128,1000,980,1.1833333333333333,81,99.92,1.42,40.3,49.7,0.07,98.0,1.35
7,7,2025-04-15,0,2025-04-15,86151,249,991,11,134412,87,1000,654,4.15,156,99.71,1.13,45.7,59.4,0.06,65.48,2.61
8,8,2025-04-15,0,2025-04-15,86207,193,1165,8,212120,156,1000,752,3.216666666666667,158,99.78,0.77,35.4,55.1,0.07,75.29,2.63
9,9,2025-04-15,0,2025-04-15,86180,220,889,9,210869,153,1000,751,3.6666666666666665,74,99.75,1.08,38.8,58.3,0.07,75.17,1.24
10,10,2025-04-15,0,2025-04-15,86339,61,699,7,100683,61,1000,833,1.0166666666666666,203,99.93,1.04,59.5,67.4,0.06,83.36,3.39
1,1,2025-04-16,0,2025-04-16,86327,73,485,5,133795,86,1000,714,1.2166666666666666,109,99.92,1.05,51.2,68.2,0.06,71.41,1.83
2,2,2025-04-16,0,2025-04-16,86245,155,937,8,232425,167,1000,863,2.5833333333333335,142,99.82,0.96,42.9,58.5,0.07,86.32,2.38
3,3,2025-04-16,0,2025-04-16,86161,239,540,7,195249,120,1000,782,3.9833333333333334,134,99.72,1.47,37.3,51.6,0.06,78.27,2.24
4,4,2025-04-16,0,2025-04-16,86297,103,1035,9,225271,194,1000,680,1.7166666666666666,156,99.88,0.96,41.5,50.5,0.09,68.03,2.62
5,5,2025-04-16,0,2025-04-16,86395,5,427,4,139860,86,1000,757,0.08333333333333333,130,99.99,1.12,52.8,71.4,0.06,75.72,2.17
6,6,2025-04-16,0,2025-04-16,86229,171,474,4,83708,41,1000,605,2.85,120,99.8,0.89,46.0,61.6,0.05,60.51,2.01
7,7,2025-04-16,0,2025-04-16,86152,248,1058,9,91282,70,1000,646,4.133333333333334,71,99.71,0.88,41.0,48.9,0.08,64.6,1.2
8,8,2025-04-16,0,2025-04-16,86194,206,868,5,184453,138,1000,499,3.433333333333333,118,99.76,0.69,43.1,50.8,0.07,49.94,1.98
9,9,2025-04-16,0,2025-04-16,86370,30,761,6,127019,45,1000,661,0.5,84,99.97,0.8,40.3,56.2,0.04,66.16,1.41
10,10,2025-04-16,0,2025-04-16,86160,240,992,11,101242,73,1000,809,4.0,156,99.72,1.17,46.2,51.9,0.07,80.96,2.6
1,1,2025-04-17,0,2025-04-17,86381,19,781,8,94715,95,1000,679,0.31666666666666665,128,99.98,1.12,38.0,45.2,0.1,67.92,2.15
2,2,2025-04-17,0,2025-04-17,86293,107,426,4,191468,203,1000,700,1.7833333333333334,149,99.88,1.06,36.9,49.5,0.11,70.0,2.49
3,3,2025-04-17,0,2025-04-17,86281,119,613,5,146327,127,1000,654,1.9833333333333334,102,99.86,0.91,46.6,61.8,0.09,65.45,1.71
4,4,2025-04-17,0,2025-04-17,86251,149,616,5,212825,141,1000,726,2.4833333333333334,186,99.83,0.9,43.6,59.2,0.07,72.66,3.11
5,5,2025-04-17,0,2025-04-17,86175,225,549,5,151848,117,1000,763,3.75,91,99.74,0.99,40.8,49.5,0.08,76.35,1.53
6,6,2025-04-17,0,2025-04-17,86198,202,789,5,223284,190,1000,721,3.3666666666666667,128,99.77,0.73,44.1,57.0,0.09,72.13,2.15
7,7,2025-04-17,0,2025-04-17,86157,243,1162,18,128042,106,1000,644,4.05,120,99.72,1.58,46.1,52.5,0.08,64.49,2.01
8,8,2025-04-17,0,2025-04-17,86206,194,1137,12,122733,123,1000,777,3.2333333333333334,85,99.78,1.07,46.0,57.3,0.1,77.73,1.42
9,9,2025-04-17,0,2025-04-17,86179,221,879,9,180137,124,1000,690,3.683333333333333,87,99.75,1.1,48.1,62.4,0.07,69.06,1.45
10,10,2025-04-17,0,2025-04-17,86400,0,1121,10,170818,121,1000,760,0.0,69,100.0,0.94,44.1,59.7,0.07,76.04,1.16
1,1,2025-04-18,0,2025-04-18,86299,101,416,4,223549,240,1000,747,1.6833333333333333,116,99.88,0.99,42.1,47.5,0.11,74.79,1.95
2,2,2025-04-18,0,2025-04-18,86149,251,709,6,133244,96,1000,862,4.183333333333334,170,99.71,0.88,44.7,52.5,0.07,86.27,2.84
3,3,2025-04-18,0,2025-04-18,86182,218,663,6,158669,72,1000,643,3.6333333333333333,133,99.75,0.98,47.2,57.0,0.05,64.37,2.22
4,4,2025-04-18,0,2025-04-18,86226,174,819,4,99277,77,1000,572,2.9,138,99.8,0.6,46.9,60.5,0.08,57.24,2.31
5,5,2025-04-18,0,2025-04-18,86309,91,1182,12,183367,132,1000,797,1.5166666666666666,139,99.9,1.06,51.6,63.1,0.07,79.75,2.32
6,6,2025-04-18,0,2025-04-18,86123,277,976,6,142087,32,1000,776,4.616666666666666,162,99.68,0.69,57.3,69.8,0.02,77.69,2.71
7,7,2025-04-18,0,2025-04-18,86032,368,527,3,169822,112,1000,664,6.133333333333334,113,99.58,0.61,52.8,59.0,0.07,66.47,1.89
8,8,2025-04-18,0,2025-04-18,86400,0,667,4,208709,184,1000,860,0.0,140,100.0,0.63,51.6,71.1,0.09,86.08,2.35
9,9,2025-04-18,0,2025-04-18,86228,172,652,5,207954,183,1000,767,2.8666666666666667,86,99.8,0.91,41.8,49.6,0.09,76.71,1.44
10,10,2025-04-18,0,2025-04-18,86301,99,565,6,243095,213,1000,735,1.65,125,99.89,1.08,43.8,59.3,0.09,73.5,2.09
1,1,2025-04-19,0,2025-04-19,85913,487,708,4,197513,217,1000,693,8.116666666666667,123,99.44,0.61,36.3,45.7,0.11,69.39,2.05
2,2,2025-04-19,0,2025-04-19,86400,0,618,5,93773,86,1000,786,0.0,124,100.0,0.9,47.7,59.7,0.09,78.65,2.07
3,3,2025-04-19,0,2025-04-19,86170,230,728,7,133747,88,1000,644,3.8333333333333335,139,99.73,1.08,46.2,52.9,0.07,64.46,2.33
4,4,2025-04-19,0,2025-04-19,86268,132,548,4,145652,140,1000,895,2.2,124,99.85,0.78,40.0,48.8,0.1,89.54,2.07
5,5,2025-04-19,0,2025-04-19,86053,347,1056,10,154155,96,1000,619,5.783333333333333,132,99.6,1.03,38.0,50.5,0.06,61.96,2.2
6,6,2025-04-19,0,2025-04-19,86105,295,521,6,162859,129,1000,625,4.916666666666667,99,99.66,1.19,44.4,54.7,0.08,62.54,1.65
7,7,2025-04-19,0,2025-04-19,86203,197,625,7,103129,58,1000,624,3.283333333333333,120,99.77,1.17,46.1,60.4,0.06,62.49,2.01
8,8,2025-04-19,0,2025-04-19,86318,82,723,7,88900,35,1000,713,1.3666666666666667,126,99.91,1.08,43.7,61.9,0.04,71.32,2.1
9,9,2025-04-19,0,2025-04-19,86326,74,580,4,205691,84,1000,704,1.2333333333333334,118,99.92,0.85,40.2,46.9,0.04,70.42,1.97
10,10,2025-04-19,0,2025-04-19,86214,186,577,5,137348,106,1000,613,3.1,93,99.79,0.88,55.5,73.3,0.08,61.35,1.57
1,1,2025-04-20,0,2025-04-20,86246,154,952,5,141877,145,1000,615,2.566666666666667,115,99.82,0.61,48.9,58.7,0.1,61.51,1.93
2,2,2025-04-20,0,2025-04-20,86134,266,643,6,244743,246,1000,738,4.433333333333334,84,99.69,1.02,47.9,60.0,0.1,73.88,1.42
3,3,2025-04-20,0,2025-04-20,86269,131,914,9,165156,166,1000,543,2.183333333333333,123,99.85,1.0,40.2,56.9,0.1,54.32,2.06
4,4,2025-04-20,0,2025-04-20,86320,80,457,3,149386,158,1000,518,1.3333333333333333,108,99.91,0.77,39.2,56.4,0.11,51.82,1.81
5,5,2025-04-20,0,2025-04-20,86079,321,687,8,132305,124,1000,682,5.35,111,99.63,1.26,39.3,58.9,0.09,68.21,1.87
6,6,2025-04-20,0,2025-04-20,86378,22,1080,15,136428,87,1000,913,0.36666666666666664,117,99.97,1.44,46.9,66.5,0.06,91.35,1.96
7,7,2025-04-20,0,2025-04-20,86175,225,1093,9,121757,63,1000,729,3.75,148,99.74,0.85,45.9,61.0,0.05,72.95,2.48
8,8,2025-04-20,0,2025-04-20,86161,239,1034,12,99507,114,1000,753,3.9833333333333334,148,99.72,1.23,47.4,56.4,0.11,75.38,2.48
9,9,2025-04-20,0,2025-04-20,86369,31,1175,6,89256,71,1000,800,0.5166666666666667,94,99.96,0.56,47.4,55.1,0.08,80.03,1.57
10,10,2025-04-20,0,2025-04-20,86194,206,1016,14,228617,197,1000,514,3.433333333333333,84,99.76,1.42,35.6,43.6,0.09,51.47,1.41
1,1,2025-04-21,0,2025-04-21,86117,283,736,9,161124,83,1000,623,4.716666666666667,157,99.67,1.29,37.7,43.2,0.05,62.36,2.63
2,2,2025-04-21,0,2025-04-21,86099,301,416,5,81106,46,1000,669,5.016666666666667,109,99.65,1.29,55.7,72.0,0.06,66.91,1.83
3,3,2025-04-21,0,2025-04-21,86231,169,1150,10,126680,65,1000,724,2.816666666666667,185,99.81,0.94,48.1,65.1,0.05,72.41,3.09
4,4,2025-04-21,0,2025-04-21,86080,320,467,4,204570,149,1000,650,5.333333333333333,105,99.63,1.02,36.9,51.6,0.07,65.08,1.76
5,5,2025-04-21,0,2025-04-21,86171,229,996,11,194630,151,1000,792,3.816666666666667,148,99.74,1.16,47.6,58.2,0.08,79.27,2.47
6,6,2025-04-21,0,2025-04-21,86335,65,614,3,237586,264,1000,398,1.0833333333333333,102,99.93,0.52,40.4,53.0,0.11,39.84,1.71
7,7,2025-04-21,0,2025-04-21,86223,177,718,7,200634,218,1000,493,2.95,138,99.8,1.02,41.8,61.4,0.11,49.38,2.31
8,8,2025-04-21,0,2025-04-21,86190,210,589,7,98370,83,1000,682,3.5,90,99.76,1.27,48.8,64.2,0.08,68.3,1.51
9,9,2025-04-21,0,2025-04-21,86297,103,507,5,102780,129,1000,551,1.7166666666666666,139,99.88,1.11,35.2,45.0,0.13,55.11,2.32
10,10,2025-04-21,0,2025-04-21,86287,113,401,2,194813,195,1000,857,1.8833333333333333,125,99.87,0.51,31.8,50.5,0.1,85.71,2.09
1,1,2025-04-22,0,2025-04-22,86239,161,757,7,125423,80,1000,730,2.683333333333333,109,99.81,0.94,45.7,58.3,0.06,73.05,1.83
2,2,2025-04-22,0,2025-04-22,86341,59,870,10,97393,64,1000,663,0.9833333333333333,126,99.93,1.17,50.9,68.5,0.07,66.31,2.11
3,3,2025-04-22,0,2025-04-22,86201,199,981,11,165463,148,1000,738,3.316666666666667,163,99.77,1.17,36.0,44.6,0.09,73.87,2.72
4,4,2025-04-22,0,2025-04-22,86358,42,929,12,104961,96,1000,856,0.7,150,99.95,1.34,48.2,55.1,0.09,85.7,2.51
5,5,2025-04-22,0,2025-04-22,86310,90,692,8,164104,156,1000,775,1.5,111,99.9,1.25,44.5,52.6,0.1,77.51,1.86
6,6,2025-04-22,0,2025-04-22,86305,95,477,6,82402,65,1000,679,1.5833333333333333,130,99.89,1.44,40.1,50.0,0.08,67.91,2.18
7,7,2025-04-22,0,2025-04-22,86186,214,467,2,190370,185,1000,614,3.566666666666667,158,99.75,0.62,36.3,48.8,0.1,61.42,2.64
8,8,2025-04-22,0,2025-04-22,86155,245,792,4,126705,96,1000,701,4.083333333333333,73,99.72,0.58,37.0,46.9,0.08,70.12,1.23
9,9,2025-04-22,0,2025-04-22,86400,0,990,8,104367,100,1000,749,0.0,117,100.0,0.89,40.9,48.7,0.1,74.96,1.96
10,10,2025-04-22,0,2025-04-22,86256,144,468,4,80395,29,1000,708,2.4,128,99.83,0.92,49.8,63.8,0.04,70.81,2.15
1,1,2025-04-23,0,2025-04-23,86203,197,1063,11,131523,128,1000,766,3.283333333333333,119,99.77,1.11,40.9,60.0,0.1,76.63,1.98
2,2,2025-04-23,0,2025-04-23,86321,79,619,5,144117,151,1000,654,1.3166666666666667,85,99.91,0.95,42.9,58.4,0.1,65.44,1.43
3,3,2025-04-23,0,2025-04-23,86065,335,1130,10,145119,56,1000,811,5.583333333333333,104,99.61,0.9,46.9,64.1,0.04,81.2,1.74
4,4,2025-04-23,0,2025-04-23,86267,133,550,5,151380,144,1000,502,2.216666666666667,126,99.85,0.92,42.1,55.6,0.1,50.3,2.11
5,5,2025-04-23,0,2025-04-23,86235,165,645,5,126638,78,1000,827,2.75,124,99.81,0.86,50.3,61.5,0.06,82.8,2.08
6,6,2025-04-23,0,2025-04-23,86231,169,463,3,107130,66,1000,834,2.816666666666667,133,99.81,0.8,55.7,64.0,0.06,83.44,2.22
7,7,2025-04-23,0,2025-04-23,86275,125,465,3,193248,141,1000,846,2.0833333333333335,124,99.86,0.83,46.8,64.1,0.07,84.66,2.07
8,8,2025-04-23,0,2025-04-23,86317,83,756,7,193151,147,1000,622,1.3833333333333333,85,99.9,0.99,45.2,58.5,0.08,62.22,1.42
9,9,2025-04-23,0,2025-04-23,86139,261,571,4,169822,130,1000,365,4.35,115,99.7,0.76,48.6,65.4,0.08,36.54,1.92
10,10,2025-04-23,0,2025-04-23,86172,228,404,5,119753,124,1000,763,3.8,116,99.74,1.28,44.7,51.6,0.1,76.3,1.94
1,1,2025-04-24,0,2025-04-24,86179,221,786,5,226585,184,1000,774,3.683333333333333,128,99.74,0.75,55.6,62.4,0.08,77.44,2.14
2,2,2025-04-24,0,2025-04-24,86250,150,627,6,215761,211,1000,498,2.5,91,99.83,1.03,49.8,66.4,0.1,49.88,1.52
3,3,2025-04-24,0,2025-04-24,86087,313,484,2,100248,104,1000,738,5.216666666666667,129,99.64,0.6,48.4,56.0,0.1,73.82,2.16
4,4,2025-04-24,0,2025-04-24,86224,176,738,5,167223,94,1000,686,2.933333333333333,148,99.8,0.79,45.7,54.6,0.06,68.64,2.48
5,5,2025-04-24,0,2025-04-24,86200,200,807,10,193865,190,1000,728,3.3333333333333335,94,99.77,1.31,41.2,55.1,0.1,72.84,1.57
6,6,2025-04-24,0,2025-04-24,86210,190,536,3,89293,74,1000,612,3.1666666666666665,149,99.78,0.62,44.5,52.2,0.08,61.22,2.5
7,7,2025-04-24,0,2025-04-24,86204,196,1196,17,177857,181,1000,685,3.2666666666666666,90,99.77,1.45,41.0,46.8,0.1,68.59,1.51
8,8,2025-04-24,0,2025-04-24,86200,200,874,9,188625,201,1000,667,3.3333333333333335,111,99.77,1.08,51.8,61.1,0.11,66.72,1.86
9,9,2025-04-24,0,2025-04-24,86310,90,955,5,89510,71,1000,673,1.5,103,99.9,0.58,46.1,60.6,0.08,67.34,1.73
10,10,2025-04-24,0,2025-04-24,86121,279,1130,12,133351,135,1000,567,4.65,156,99.68,1.06,44.1,55.3,0.1,56.74,2.61
1,1,2025-04-25,0,2025-04-25,86125,275,791,9,137793,114,1000,637,4.583333333333333,130,99.68,1.17,42.0,57.4,0.08,63.7,2.18
2,2,2025-04-25,0,2025-04-25,86373,27,465,3,82833,82,1000,644,0.45,102,99.97,0.81,45.2,60.6,0.1,64.45,1.71
3,3,2025-04-25,0,2025-04-25,86230,170,779,8,124339,128,1000,701,2.8333333333333335,97,99.8,1.06,41.6,56.0,0.1,70.1,1.63
4,4,2025-04-25,0,2025-04-25,86094,306,915,6,195865,129,1000,729,5.1,140,99.65,0.66,43.3,61.2,0.07,72.97,2.35
5,5,2025-04-25,0,2025-04-25,86232,168,787,6,117473,110,1000,536,2.8,115,99.81,0.85,47.3,56.5,0.09,53.66,1.93
6,6,2025-04-25,0,2025-04-25,86303,97,1040,10,140255,133,1000,730,1.6166666666666667,138,99.89,1.05,42.4,51.1,0.09,73.03,2.32
7,7,2025-04-25,0,2025-04-25,86400,0,497,3,235604,163,1000,699,0.0,123,100.0,0.71,37.3,42.6,0.07,69.96,2.06
8,8,2025-04-25,0,2025-04-25,86230,170,1040,11,235856,155,1000,640,2.8333333333333335,103,99.8,1.07,45.6,64.0,0.07,64.03,1.72
9,9,2025-04-25,0,2025-04-25,86253,147,428,6,222706,143,1000,646,2.45,150,99.83,1.5,44.2,57.8,0.06,64.61,2.5
10,10,2025-04-25,0,2025-04-25,86107,293,498,4,208658,233,1000,726,4.883333333333334,173,99.66,0.99,44.8,50.5,0.11,72.69,2.89
1,1,2025-04-26,0,2025-04-26,86302,98,799,9,205979,174,1000,841,1.6333333333333333,91,99.89,1.16,37.7,50.3,0.08,84.19,1.52
2,2,2025-04-26,0,2025-04-26,86278,122,453,5,186406,209,1000,668,2.033333333333333,122,99.86,1.13,52.2,60.3,0.11,66.87,2.04
3,3,2025-04-26,0,2025-04-26,86247,153,652,6,226772,161,1000,671,2.55,117,99.82,0.98,40.8,50.4,0.07,67.15,1.96
4,4,2025-04-26,0,2025-04-26,86283,117,714,6,186332,132,1000,570,1.95,140,99.86,0.93,55.0,67.2,0.07,57.02,2.34
5,5,2025-04-26,0,2025-04-26,86210,190,998,11,226462,155,1000,632,3.1666666666666665,133,99.78,1.15,54.7,71.3,0.07,63.22,2.23
6,6,2025-04-26,0,2025-04-26,86071,329,744,5,178491,136,1000,759,5.483333333333333,105,99.62,0.77,48.6,58.4,0.08,75.92,1.76
7,7,2025-04-26,0,2025-04-26,86304,96,678,5,189358,128,1000,651,1.6,98,99.89,0.87,44.1,62.8,0.07,65.16,1.63
8,8,2025-04-26,0,2025-04-26,86386,14,1195,7,178531,90,1000,753,0.23333333333333334,93,99.98,0.63,44.5,58.5,0.05,75.36,1.56
9,9,2025-04-26,0,2025-04-26,86292,108,1003,5,83475,59,1000,617,1.8,114,99.88,0.53,45.0,54.7,0.07,61.78,1.91
10,10,2025-04-26,0,2025-04-26,86091,309,1066,10,107374,94,1000,668,5.15,135,99.64,0.96,36.5,50.5,0.09,66.85,2.26
1,1,2025-04-27,0,2025-04-27,86226,174,707,7,235834,146,1000,734,2.9,119,99.8,1.09,40.8,54.2,0.06,73.48,1.99
2,2,2025-04-27,0,2025-04-27,86366,34,1169,12,195386,99,1000,779,0.5666666666666667,123,99.96,1.06,45.4,60.2,0.05,77.93,2.05
3,3,2025-04-27,0,2025-04-27,86277,123,872,7,161856,126,1000,596,2.05,66,99.86,0.89,47.0,59.4,0.08,59.62,1.11
4,4,2025-04-27,0,2025-04-27,86361,39,703,5,246150,93,1000,874,0.65,140,99.96,0.85,53.0,69.4,0.04,87.48,2.34
5,5,2025-04-27,0,2025-04-27,86149,251,504,2,91615,59,1000,837,4.183333333333334,139,99.71,0.5,40.8,51.9,0.07,83.76,2.33
6,6,2025-04-27,0,2025-04-27,86263,137,816,3,129266,93,1000,915,2.283333333333333,151,99.84,0.43,38.1,51.7,0.07,91.58,2.52
7,7,2025-04-27,0,2025-04-27,86400,0,1147,10,96026,68,1000,657,0.0,106,100.0,0.94,37.3,55.8,0.07,65.72,1.77
8,8,2025-04-27,0,2025-04-27,86182,218,995,8,115019,99,1000,635,3.6333333333333333,113,99.75,0.84,42.5,56.1,0.09,63.57,1.9
9,9,2025-04-27,0,2025-04-27,86275,125,917,10,179754,167,1000,557,2.0833333333333335,122,99.86,1.19,52.9,69.2,0.09,55.79,2.05
10,10,2025-04-27,0,2025-04-27,86255,145,1193,15,167513,138,1000,574,2.4166666666666665,123,99.83,1.34,48.4,57.7,0.08,57.5,2.05
1,1,2025-04-28,0,2025-04-28,86233,167,972,9,138871,115,1000,692,2.783333333333333,147,99.81,0.94,47.6,59.5,0.08,69.29,2.45
2,2,2025-04-28,0,2025-04-28,86239,161,1025,6,222361,168,1000,744,2.683333333333333,92,99.81,0.61,48.7,63.5,0.08,74.45,1.54
3,3,2025-04-28,0,2025-04-28,86234,166,1199,14,143048,80,1000,830,2.7666666666666666,122,99.81,1.24,59.4,69.4,0.06,83.09,2.04
4,4,2025-04-28,0,2025-04-28,86257,143,571,5,81503,68,1000,750,2.3833333333333333,82,99.83,1.02,39.5,56.0,0.08,75.1,1.37
5,5,2025-04-28,0,2025-04-28,86202,198,1142,4,137593,108,1000,656,3.3,118,99.77,0.39,56.7,66.3,0.08,65.66,1.97
6,6,2025-04-28,0,2025-04-28,86120,280,915,8,227265,149,1000,709,4.666666666666667,121,99.68,0.97,36.0,45.9,0.07,70.97,2.02
7,7,2025-04-28,0,2025-04-28,86399,1,563,6,233666,135,1000,866,0.016666666666666666,129,100.0,1.19,45.3,60.8,0.06,86.63,2.17
8,8,2025-04-28,0,2025-04-28,86283,117,532,6,225917,191,1000,859,1.95,109,99.86,1.2,52.2,62.3,0.08,85.95,1.82
9,9,2025-04-28,0,2025-04-28,86272,128,595,4,156324,165,1000,693,2.1333333333333333,90,99.85,0.78,46.3,61.5,0.11,69.37,1.51
10,10,2025-04-28,0,2025-04-28,86183,217,908,14,101964,89,1000,831,3.6166666666666667,112,99.75,1.63,49.8,56.6,0.09,83.11,1.88
1,1,2025-04-29,0,2025-04-29,86400,0,1192,17,175152,130,1000,645,0.0,151,100.0,1.5,44.7,57.1,0.07,64.51,2.53
2,2,2025-04-29,0,2025-04-29,86248,152,1175,9,166718,128,1000,752,2.533333333333333,102,99.82,0.85,54.2,62.2,0.08,75.23,1.71
3,3,2025-04-29,0,2025-04-29,86226,174,1053,8,108241,54,1000,692,2.9,115,99.8,0.83,32.6,49.2,0.05,69.25,1.92
4,4,2025-04-29,0,2025-04-29,86400,0,969,6,97984,97,1000,645,0.0,112,100.0,0.68,42.9,61.6,0.1,64.57,1.88
5,5,2025-04-29,0,2025-04-29,86270,130,736,8,239872,201,1000,724,2.1666666666666665,141,99.85,1.16,36.8,51.9,0.08,72.41,2.35
6,6,2025-04-29,0,2025-04-29,86115,285,425,5,195466,197,1000,718,4.75,115,99.67,1.26,47.0,66.9,0.1,71.8,1.92
7,7,2025-04-29,0,2025-04-29,86161,239,820,7,152798,92,1000,695,3.9833333333333334,96,99.72,0.95,38.9,52.3,0.06,69.55,1.6
8,8,2025-04-29,0,2025-04-29,86205,195,879,10,234361,216,1000,879,3.25,135,99.77,1.24,43.3,62.4,0.09,87.98,2.25
9,9,2025-04-29,0,2025-04-29,86343,57,1127,14,85771,26,1000,631,0.95,111,99.93,1.28,48.9,60.6,0.03,63.11,1.85
10,10,2025-04-29,0,2025-04-29,86240,160,1041,9,155986,108,1000,756,2.6666666666666665,82,99.81,0.95,37.7,49.7,0.07,75.67,1.37
1,1,2025-04-30,0,2025-04-30,86241,159,914,15,101209,41,1000,976,2.65,140,99.82,1.66,45.7,52.7,0.04,97.68,2.34
2,2,2025-04-30,0,2025-04-30,86200,200,713,6,89813,57,1000,876,3.3333333333333335,98,99.77,0.89,34.9,43.3,0.06,87.66,1.65
3,3,2025-04-30,0,2025-04-30,86236,164,1165,12,246091,193,1000,611,2.7333333333333334,132,99.81,1.07,42.8,57.2,0.08,61.17,2.2
4,4,2025-04-30,0,2025-04-30,86253,147,991,5,236810,77,1000,674,2.45,102,99.83,0.58,35.4,41.0,0.03,67.41,1.71
5,5,2025-04-30,0,2025-04-30,86177,223,721,10,134581,139,1000,711,3.716666666666667,149,99.74,1.44,41.8,56.6,0.1,71.19,2.48
6,6,2025-04-30,0,2025-04-30,86104,296,1068,13,219176,193,1000,647,4.933333333333334,91,99.66,1.26,38.0,50.1,0.09,64.79,1.53
7,7,2025-04-30,0,2025-04-30,86247,153,947,11,153700,98,1000,504,2.55,128,99.82,1.24,38.6,53.4,0.06,50.44,2.14
8,8,2025-04-30,0,2025-04-30,86229,171,1010,8,209224,222,1000,718,2.85,109,99.8,0.8,35.8,50.7,0.11,71.82,1.82
9,9,2025-04-30,0,2025-04-30,86104,296,553,5,245505,174,1000,697,4.933333333333334,137,99.66,0.95,46.3,60.8,0.07,69.73,2.29
10,10,2025-04-30,0,2025-04-30,86283,117,1147,11,237718,173,1000,634,1.95,121,99.86,0.97,48.1,65.1,0.07,63.49,2.03
1,1,2025-05-01,0,2025-05-01,86368,32,1069,15,190430,171,1000,645,0.5333333333333333,126,99.96,1.42,42.4,47.9,0.09,64.59,2.11
2,2,2025-05-01,0,2025-05-01,86319,81,1171,17,208798,161,1000,514,1.35,176,99.91,1.49,46.6,52.0,0.08,51.44,2.94
3,3,2025-05-01,0,2025-05-01,86363,37,668,9,181318,182,1000,798,0.6166666666666667,147,99.96,1.43,35.5,49.1,0.1,79.88,2.45
4,4,2025-05-01,0,2025-05-01,86028,372,900,13,116739,87,1000,667,6.2,138,99.57,1.45,42.8,59.2,0.08,66.72,2.3
5,5,2025-05-01,0,2025-05-01,86276,124,936,8,82516,39,1000,706,2.066666666666667,128,99.86,0.92,47.8,64.8,0.05,70.64,2.14
6,6,2025-05-01,0,2025-05-01,86284,116,955,8,214481,196,1000,775,1.9333333333333333,126,99.87,0.89,42.2,49.1,0.09,77.53,2.11
7,7,2025-05-01,0,2025-05-01,86150,250,463,3,154687,158,1000,676,4.166666666666667,146,99.71,0.79,52.4,66.3,0.1,67.67,2.43
8,8,2025-05-01,0,2025-05-01,86215,185,558,6,166967,163,1000,711,3.0833333333333335,113,99.79,1.12,50.4,56.8,0.1,71.17,1.89
9,9,2025-05-01,0,2025-05-01,86217,183,690,8,216579,268,1000,773,3.05,87,99.79,1.25,53.7,65.1,0.12,77.39,1.46
10,10,2025-05-01,0,2025-05-01,86278,122,968,8,163216,136,1000,767,2.033333333333333,141,99.86,0.89,42.6,48.8,0.08,76.74,2.36
1,1,2025-05-02,0,2025-05-02,86237,163,1058,5,131163,87,1000,825,2.716666666666667,116,99.81,0.55,34.6,47.4,0.07,82.59,1.95
2,2,2025-05-02,0,2025-05-02,86185,215,791,6,238295,226,1000,799,3.5833333333333335,122,99.75,0.81,48.3,58.4,0.1,79.91,2.05
3,3,2025-05-02,0,2025-05-02,86261,139,972,7,229102,172,1000,699,2.316666666666667,156,99.84,0.74,38.0,56.7,0.08,69.98,2.6
4,4,2025-05-02,0,2025-05-02,86263,137,527,4,225400,195,1000,516,2.283333333333333,104,99.84,0.81,40.1,45.9,0.09,51.67,1.75
5,5,2025-05-02,0,2025-05-02,86185,215,914,9,107330,79,1000,773,3.5833333333333335,121,99.75,1.05,44.7,54.3,0.07,77.38,2.03
6,6,2025-05-02,0,2025-05-02,86284,116,485,4,126738,78,1000,598,1.9333333333333333,123,99.87,0.96,42.7,53.1,0.06,59.9,2.05
7,7,2025-05-02,0,2025-05-02,86221,179,722,3,165031,121,1000,739,2.9833333333333334,118,99.79,0.52,41.3,55.7,0.07,73.91,1.97
8,8,2025-05-02,0,2025-05-02,85995,405,531,6,198692,145,1000,629,6.75,105,99.53,1.28,40.7,49.4,0.07,62.91,1.75
9,9,2025-05-02,0,2025-05-02,86251,149,1090,9,176930,111,1000,869,2.4833333333333334,109,99.83,0.88,46.0,57.0,0.06,86.95,1.83
10,10,2025-05-02,0,2025-05-02,86214,186,503,5,177144,140,1000,791,3.1,129,99.78,1.03,46.1,65.9,0.08,79.16,2.15
1,1,2025-05-03,0,2025-05-03,86207,193,1116,12,201996,181,1000,558,3.216666666666667,128,99.78,1.09,49.6,60.2,0.09,55.86,2.15
2,2,2025-05-03,0,2025-05-03,86138,262,411,4,162969,147,1000,730,4.366666666666666,126,99.7,1.16,46.4,58.4,0.09,73.03,2.1
3,3,2025-05-03,0,2025-05-03,86237,163,793,7,213920,186,1000,814,2.716666666666667,137,99.81,0.97,39.0,51.5,0.09,81.5,2.29
4,4,2025-05-03,0,2025-05-03,86313,87,435,4,147686,102,1000,692,1.45,69,99.9,1.1,39.5,46.5,0.07,69.25,1.16
5,5,2025-05-03,0,2025-05-03,86175,225,1158,7,186738,116,1000,626,3.75,110,99.74,0.62,42.6,49.8,0.06,62.66,1.85
6,6,2025-05-03,0,2025-05-03,86341,59,558,5,139486,118,1000,745,0.9833333333333333,127,99.93,1.06,39.6,56.6,0.08,74.51,2.13
